n_observations,pearson_r,pearson_p,spearman_rho,spearman_p,lag_1_pearson_r,lag_1_p_value,lag_2_pearson_r,lag_2_p_value
132,0.7099382825140232,1.5679686451773783e-21,0.7246468414633549,9.108470869814079e-23,0.4001942705032915,2.179848645066363e-06,0.055294525795962154,0.532073544509466
