year,month,precip_mm,precip_accum,spi,spi_class
2015,1,250.18045870223816,,,N/A
2015,2,177.90599206521213,,,N/A
2015,3,260.4514392405824,,,N/A
2015,4,387.3006557890765,,,N/A
2015,5,265.6927410256912,,,N/A
2015,6,91.49396167095699,1433.0252484937573,-0.9308259592786506,Near normal
2015,7,168.727938800603,1351.572728592122,-0.9148611329242459,Near normal
2015,8,64.66889182889403,1238.3356283558041,-0.9757194218547651,Near normal
2015,9,116.9391710890867,1094.8233602043083,-1.0581587623853757,Moderately dry
2015,10,355.5133027570789,1063.0360071723107,-1.1091849319160607,Moderately dry
2015,11,442.89390431598065,1240.2371704626003,0.06636366373307276,Near normal
2015,12,268.566241886127,1417.3094506777702,0.3774784419355457,Near normal
2016,1,164.64913611108045,1413.2306479882477,-0.04982298477260579,Near normal
2016,2,136.86661697775233,1485.428373137106,-0.1972198002557916,Near normal
2016,3,142.92911737629925,1511.4183194243185,-0.6121523330314762,Near normal
2016,4,300.50120580150417,1456.4062224687436,-0.8488966943964573,Near normal
2016,5,411.13302983575176,1424.645347988515,-1.3929724810378799,Moderately dry
2016,6,105.61743893607105,1261.696545038459,-1.548800941258487,Severely dry
2016,7,131.69632160513714,1228.7437305325157,-1.3605491385012138,Moderately dry
2016,8,57.47129818099856,1149.3484117357618,-1.3074617724169684,Moderately dry
2016,9,177.44462699724926,1183.863921356712,-0.7194056489792662,Near normal
2016,10,262.6453167064948,1146.0080322617025,-0.7684393744551968,Near normal
2016,11,199.3978097452155,934.2728121711662,-1.297901264894645,Moderately dry
2016,12,269.6874304294752,1098.3428036645705,-0.8675417604547649,Near normal
2017,1,403.68537550632817,1370.3318575657615,-0.2540015627745027,Near normal
2017,2,197.2513302160209,1510.1118896007838,-0.08986778692113745,Near normal
2017,3,358.74984599855037,1691.417108602085,0.08771796578394545,Near normal
2017,4,328.66351326267153,1757.4353051582616,0.1791954036906891,Near normal
2017,5,347.2163260852037,1905.2538214982499,0.233580413172679,Near normal
2017,6,225.1966119513259,1860.7630030201005,0.4197660246814527,Near normal
2017,7,60.795825376892594,1517.873452890665,-0.35321428067382227,Near normal
2017,8,151.33394091901093,1471.9560635936552,-0.17552023503418235,Near normal
2017,9,102.6640462714389,1215.8702638665436,-0.601864307159448,Near normal
2017,10,249.31530052809413,1136.5220511319662,-0.8065307630864271,Near normal
2017,11,175.34322754425267,964.6489525910151,-1.1500012634844279,Moderately dry
2017,12,205.83666043693773,945.2890010766271,-1.5536247758130137,Severely dry
2018,1,249.18312111297135,1133.6762968127057,-1.4654060759433882,Moderately dry
