year,month,precip_mm,threshold_mm,exceedance_mm,exceedance_ratio
2020,12,485.9459945875522,484.3740819674244,1.5719126201278186,1.0032452451083738
2021,3,619.6853616358604,484.3740819674244,135.31127966843604,1.2793528487709962
2022,4,500.2190346062358,484.3740819674244,15.844952638811435,1.0327122222858263
2022,5,491.08403159991263,484.3740819674244,6.709949632488247,1.01385282549643
2024,5,492.3114931350792,484.3740819674244,7.93741116765483,1.0163869444364462
2025,2,506.60544444236155,484.3740819674244,22.231362474937157,1.0458970933883127
2025,5,498.772463316081,484.3740819674244,14.398381348656585,1.0297257468652605
