year,month,precip_mm,precip_accum,spi,spi_class
2018,2,166.3045525964154,621.3243341463244,-0.9078879361384867,Near normal
2018,3,214.6963488585585,630.1840225679452,-0.6266704419162261,Near normal
2018,4,211.05155893081093,592.0524603857848,-1.370784638238554,Moderately dry
2018,5,472.5838633742918,898.3317711636612,-0.9395303787127944,Near normal
2018,6,111.78075741000728,795.41617971511,-0.8984775750193346,Near normal
2018,7,103.79985128988976,688.1644720741889,-0.45972890038806685,Near normal
2018,8,59.149662259497234,274.73027095939426,-1.2664078588571628,Moderately dry
2018,9,91.11892462391593,254.06843817330292,-1.4829092109606763,Moderately dry
2018,10,195.28176956670293,345.55035645011606,-1.8824962366510611,Severely dry
2018,11,394.85037523211656,681.2510694227353,-0.19744158641790877,Near normal
2018,12,166.31830736313762,756.4504521619571,-0.7109849006269034,Near normal
2019,1,198.0991694602971,759.2678520555512,-0.7142777277893944,Near normal
2019,2,168.7483069312003,533.165783754635,-1.4551688368901177,Moderately dry
2019,3,237.58762381283134,604.4351002043287,-0.7588578402371129,Near normal
2019,4,362.66942618357984,769.0053569276114,-0.36706912621813625,Near normal
2019,5,383.6536961701768,983.9107461665878,-0.2905564440978537,Near normal
2019,6,92.05993353295224,838.3830558867089,-0.6296990571945337,Near normal
2019,7,180.68345180185062,656.3970815049796,-0.6367023061501186,Near normal
2019,8,53.771892312527854,326.51527764733066,-0.9121187075675056,Near normal
2019,9,124.22771525847956,358.683059372858,-0.5736998770227361,Near normal
2019,10,429.4179442578587,607.4175518288661,0.3043648601410328,Near normal
2019,11,343.10028263724496,896.7459421535832,1.130261959436905,Moderately wet
2019,12,324.5582894648666,1097.0765163599701,1.2923193441514662,Moderately wet
2020,1,178.9702780717312,846.6288501738428,-0.03657639927128887,Near normal
2020,2,258.1657780435177,761.6943455801154,-0.13658376713685663,Near normal
2020,3,176.3947502565602,613.530806371809,-0.7117330766923885,Near normal
2020,4,308.8473121290259,743.4078404291038,-0.5018113605398999,Near normal
2020,5,440.70207548511394,925.9441378706999,-0.7257615220384078,Near normal
2020,6,375.4244739243718,1124.9738615385115,0.9616971951771545,Near normal
2020,7,322.85659846156534,1138.983147871051,1.6113048620270103,Severely wet
2020,8,138.7869826702769,837.0680550562139,1.4070805061511524,Moderately wet
2020,9,113.55585616752691,575.199437299369,0.8474821763394692,Near normal
2020,10,196.89437429538833,449.23721313319203,-0.914141041261755,Near normal
2020,11,187.33793540130162,497.7881658642167,-1.57322651276541,Severely dry
2020,12,485.9459945875522,870.1783042842421,0.014656005291605557,Near normal
2021,1,383.394122606991,1056.6780525958447,1.421192054675843,Moderately wet
2021,2,303.50918429269444,1172.8493014872374,1.6823681942383395,Severely wet
2021,3,619.6853616358604,1306.5886685355458,2.0076934193946037,Extremely wet
2021,4,350.4068310558702,1273.601376984425,1.8336623895005593,Severely wet
2021,5,272.8838797968018,1242.9760724885323,1.4694834856498424,Moderately wet
2021,6,237.45680369303858,860.7475145457106,-0.4934635349230437,Near normal
2021,7,163.48556792052264,673.826251410363,-0.5389068213412379,Near normal
2021,8,160.15473061697494,561.0971022305362,0.3317354687107268,Near normal
2021,9,192.44113209459337,516.0814306320909,0.5009262190001809,Near normal
2021,10,306.6229678592227,659.218830570791,0.6565397498081772,Near normal
2021,11,272.41235958523293,771.4764595390491,0.3881590925013977,Near normal
2021,12,261.8583202425213,840.8936476869769,-0.16580574600828168,Near normal
2022,1,269.4566652746018,803.7273451023561,-0.36320637311795984,Near normal
2022,2,358.73319733247155,890.0481828495947,0.4890048967705864,Near normal
2022,3,318.81377100169715,947.0036336087705,0.7634685880278028,Near normal
2022,4,500.2190346062358,1177.7660029404046,1.4668690790679906,Moderately wet
2022,5,491.08403159991263,1310.1168372078457,1.8853138593934657,Severely wet
2022,6,389.74154588279265,1381.0446120889412,2.1698824630668154,Extremely wet
2022,7,251.00031649743667,1131.825893980142,1.5831144712528762,Severely wet
2022,8,204.19525545039372,844.9371178306232,1.4340942291314929,Moderately wet
2022,9,224.55235918643118,679.7479311342616,1.4073409495438016,Moderately wet
2022,10,418.3986264834252,847.1462411202501,1.7997319101961387,Severely wet
2022,11,169.3608062493921,812.3117919192485,0.6382691628438726,Near normal
2022,12,226.46590462601137,814.2253373588287,-0.33384041569176703,Near normal
2023,1,392.4510112348121,788.2777221102156,-0.48368917173804277,Near normal
2023,2,168.82118633594038,787.7381021967639,-0.004264284442963939,Near normal
2023,3,332.1398243307706,893.4120219015231,0.5528209203815364,Near normal
2023,4,400.78987846516907,901.7508891318801,0.2872952603557903,Near normal
2023,5,387.60892620968366,1120.5386290056233,0.6714436757828177,Near normal
2023,6,212.53732664878012,1000.9361313236328,0.3106109191913235,Near normal
2023,7,332.4634643126414,932.6097171711052,0.746893677330848,Near normal
2023,8,201.81315960847382,746.8139505698954,1.0848682604379112,Moderately wet
2023,9,203.86576228509887,738.1423862062142,1.6960582301491853,Severely wet
2023,10,331.00315404745817,736.6820759410309,1.150653812919877,Moderately wet
2023,11,360.75011109785197,895.619027430409,1.1239003201963496,Moderately wet
2023,12,483.0879716418653,1174.8412367871754,1.689785160396298,Severely wet
2024,1,249.47180641492116,1093.3098891546385,1.6553029711425569,Severely wet
2024,2,308.09663039862363,1040.6564084554102,1.1511063332072697,Moderately wet
2024,3,199.05456807113933,756.6230048846841,-0.025758292074882203,Near normal
2024,4,326.93644411770384,834.0876425874668,-0.037546303227868144,Near normal
2024,5,492.31149313507916,1018.3025053239223,-0.040416360229759925,Near normal
2024,6,277.1159750431741,1096.363912295957,0.8158988860721693,Near normal
2024,7,123.91199821412796,893.3394663923813,0.568541746258417,Near normal
2024,8,135.82896566773186,536.856938925034,0.22183760131654978,Near normal
2024,9,131.6682647550771,391.409228636937,-0.3273837662204366,Near normal
2024,10,307.8379523446384,575.3351827674473,0.07614862712509309,Near normal
2024,11,139.8188107561613,579.3250278558768,-0.9253842542974187,Near normal
2024,12,350.317493194024,797.9742562948237,-0.43805437577061546,Near normal
2025,1,365.091371379119,855.2276753293042,0.027552248048251952,Near normal
2025,2,506.60544444236155,1222.0143090155045,1.8700274608605496,Severely wet
2025,3,381.06351606579966,1252.7603318872802,1.8368848380200196,Severely wet
2025,4,367.078988474777,1254.7479489829382,1.762951270203456,Severely wet
2025,5,498.772463316081,1246.9149678566578,1.4942796206570303,Moderately wet
2025,6,230.89973717966998,1096.7511889705281,0.8178891063157935,Near normal
2025,7,153.82580019456796,883.4980006903188,0.5230378501015407,Near normal
2025,8,109.99449471812649,494.7200320923644,0.022660296432480208,Near normal
2025,9,128.60441557394518,392.4247104866396,-0.3199676127711171,Near normal
2025,10,370.1530992579225,608.7520095499942,0.31368200069226015,Near normal
2025,11,373.3719131372877,872.1294279691554,0.9900859517219178,Near normal
2025,12,169.15338941274442,912.6784018079546,0.26948744058106616,Near normal
